"Class","Order","Family","Genus","Species"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum speciosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum sphaericum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum spongioides"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum spumante"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum spumosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum stercoratum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum stilense"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum stragulum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum studeri"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum subflavum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum sucosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tabulatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tapetum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tenue"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum ternerratum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tetrahedrum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum theca"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum thomsoni"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tigrinoides"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum toafene"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tonga"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum torresii"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum translucidum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum transparentum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum trispirale"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tuberatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum tumulatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum usitatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum uturoa"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vahatuio"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vanderhorsti"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum velans"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum velum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum verdantum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vermiforme"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vesperi"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum via"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum viride"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vulgare"
"Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum yolky"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma abbotti"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma aggregatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma antarcticum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma ata"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma carnosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma citrinum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma fecundum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma gelatinosa"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma gemmifera"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma glandulosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma gumavirens"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma handi"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma hitatti"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma lafargueae"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma listerianum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma longinquum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma lukini"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma marsupiale"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma matie"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma migrans"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma modestum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma multifidum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma multipapillata"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma multitestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma ooru"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma pannosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma ponticum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma purpurea"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma redika"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma simile"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma simileguwa"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma singulare"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma siphonale"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma spongiforme"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma translucidum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma tritestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma unitestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma variostigmatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma velatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma versicolor"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma virens"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma viscosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma watanabei"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides aciculus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides albamaculatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides apertus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides aspiculatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides auranticus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides brandi"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides brasiliensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides caelestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides capensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides carduus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides cavernosus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides coelenteratus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides comitus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides compactus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides complexus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides confirmatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides constellatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides crocotulus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides cucurbitus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides cuspidatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides decoratus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides diemenensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides doboensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides dubius"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides duminus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides durus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides echinatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides echinus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides erinaceus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides exiguus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides faeroensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides frustus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides fungiformis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides grandistellus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides hawaiiensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides imperfectus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides kerguelenensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides kingi"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides latus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides levitatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides lissus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides longicollis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides macrotestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides maculatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides madara"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides magnistellus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides marmoratus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides marmoreus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides minimus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides multilobatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides multipapillatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides novaezelandiae"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides ocellatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides oscitans"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides placidus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides planus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides prunus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides pulvinus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides ramosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides reticulatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides rigidus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides robiginis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides rufus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides rugosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides seminudus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides sluiteri"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides sparsus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides subviridis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides sulawesii"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides torosus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides tuberculatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides tulearensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides umbrosus"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides uniorbis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides unitestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides vesica"
"Ascidiacea","Aplousobranchia","Didemnidae","Leptoclinides","Leptoclinides volvus"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum abdominale"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum agriculum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum argyllense"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum aureum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum badium"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum bilobatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum bistratum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum branchiatus"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum caliginosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum calycis"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum capense"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum caulleryi"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum cavum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum clavatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum coactum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum conchylium"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum cornutum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum diversum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum durabile"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum fragile"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum japonicum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum karenae"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum laneum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum levitum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum limosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum maculatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum marpum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum mereti"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum midui"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum multitestis"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum nebulosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum notti"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum ostrearium"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum pacificense"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum patella"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum perforatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum polyorchis"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum punctatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum ravarava"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum reginum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum roseum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum rubrum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum scopulosum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum sente"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum spongium"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum stellatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum taratara"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum tasmanense"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum textile"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum textrinum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum timorense"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum triangulum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum triforme"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum tuheiavae"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum tunicatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum vareau"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum variabile"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum verrilli"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum vulgare"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum wandeli"
"Ascidiacea","Aplousobranchia","Didemnidae","Lissoclinum","Lissoclinum weigelei"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton adelon"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton adenale"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton alinguum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton amethysteum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton arafurensis"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton arvum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton asperum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton aspiculatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton asterix"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton bilobatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton calculum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton canetense"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton catillum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton cerebellum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton chondrilla"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton chuni"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton circulum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton crassum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton cuculliferum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton dealbatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton dentatum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton discoides"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton doboense"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton dromide"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton fadeevi"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton fistulum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton flammeum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton fuscum"
"Ascidiacea","Aplousobranchia","Didemnidae","Polysyncraton","Polysyncraton galaxum"
